Discipline,HPSAID,HPSAName,DesignationType,PrimaryStateName,CountyName,HPSAFTEShort,HPSAScore,PCMCTAScore,Status,RuralStatus,DesignationDate,UpdateDate
Mental Health,7044559270,Fort Mojave Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Mohave County, AZ",,15,NA,Designated,Rural,08/18/2019,09/12/2021
Dental Health,6045766311,Fort Mojave Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Mohave County, AZ",,20,NA,Designated,Rural,08/18/2019,09/12/2021
Primary Care,10499904H4,Colorado Indian Community Substance Abuse,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"La Paz County, AZ",,18,19,Designated,Rural,10/26/2002,09/12/2021
Mental Health,704999047F,Colorado Indian Community Substance Abuse,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"La Paz County, AZ",,14,NA,Designated,Rural,06/23/2010,09/12/2021
Dental Health,60499904ER,Colorado Indian Community Substance Abuse,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"La Paz County, AZ",,21,NA,Designated,Rural,06/23/2010,09/12/2021
Primary Care,10499904J6,San Carlos Apache Health Corp,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Graham County, AZ",,21,22,Designated,Rural,10/26/2002,09/12/2021
Mental Health,7049990471,San Carlos Apache Health Corp,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Graham County, AZ",,19,NA,Designated,Rural,10/02/2002,09/12/2021
Dental Health,60499904D6,San Carlos Apache Health Corp,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Graham County, AZ",,24,NA,Designated,Rural,10/02/2002,09/12/2021
Primary Care,1047060563,"Native American Connections, Inc. - Integrated Clinic","Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Maricopa County, AZ",,18,16,Designated,Non-Rural,08/18/2019,09/12/2021
Mental Health,7046778548,"Native American Connections, Inc. - Integrated Clinic","Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Maricopa County, AZ",,17,NA,Designated,Non-Rural,08/18/2019,09/12/2021
Dental Health,6041487608,"Native American Connections, Inc. - Integrated Clinic","Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Maricopa County, AZ",,20,NA,Designated,Non-Rural,08/18/2019,09/12/2021
Primary Care,10499904E8,Chinle Health Care Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Apache County, AZ",,20,22,Designated,Rural,10/26/2002,09/12/2021
Mental Health,7049990436,Chinle Health Care Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Apache County, AZ",,20,NA,Designated,Rural,10/26/2002,09/12/2021
Dental Health,6049990486,Chinle Health Care Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Apache County, AZ",,24,NA,Designated,Rural,10/26/2002,09/12/2021
Primary Care,10499904G1,Tsaile Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Apache County, AZ",,20,22,Designated,Rural,10/26/2002,09/12/2021
Mental Health,7049990447,Tsaile Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Apache County, AZ",,20,NA,Designated,Rural,10/26/2002,09/12/2021
Dental Health,6049990497,Tsaile Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Apache County, AZ",,24,NA,Designated,Rural,10/26/2002,09/12/2021
Primary Care,104999040E,Rock Point Clinic,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Apache County, AZ",,20,22,Designated,Rural,09/09/2013,09/12/2021
Mental Health,704999040C,Rock Point Clinic,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Apache County, AZ",,20,NA,Designated,Rural,09/09/2013,09/12/2021
Dental Health,604999040E,Rock Point Clinic,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Apache County, AZ",,24,NA,Designated,Rural,09/01/2013,09/12/2021
Primary Care,1048166574,Nahata Dziil Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Apache County, AZ",,20,22,Designated,Rural,08/18/2019,09/12/2021
Mental Health,7043329786,Nahata Dziil Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Apache County, AZ",,20,NA,Designated,Rural,08/18/2019,09/12/2021
Dental Health,6042473681,Nahata Dziil Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Apache County, AZ",,24,NA,Designated,Rural,08/18/2019,09/12/2021
Primary Care,10499904QT,Sacred Peaks Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Coconino County, AZ",,19,NA,Withdrawn,Non-Rural,12/31/2012,04/08/2022
Mental Health,7049990482,Sacred Peaks Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Coconino County, AZ",,18,NA,Withdrawn,Non-Rural,12/31/2012,04/08/2022
Dental Health,60499904FZ,Sacred Peaks Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Coconino County, AZ",,22,NA,Withdrawn,Non-Rural,12/31/2012,04/08/2022
Primary Care,10499904E7,Winslow Indian Health Care Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Navajo County, AZ",,19,20,Designated,Rural,10/26/2002,09/12/2021
Mental Health,7049990435,Winslow Indian Health Care Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Navajo County, AZ",,19,NA,Designated,Rural,10/26/2002,09/12/2021
Dental Health,6049990485,Winslow Indian Health Care Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Navajo County, AZ",,22,NA,Designated,Rural,10/26/2002,09/12/2021
Primary Care,1048533777,Leupp Clinic,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Coconino County, AZ",,19,20,Designated,Rural,08/18/2019,09/12/2021
Mental Health,7048856975,Leupp Clinic,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Coconino County, AZ",,19,NA,Designated,Rural,08/18/2019,09/12/2021
Dental Health,6045264087,Leupp Clinic,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Coconino County, AZ",,22,NA,Designated,Rural,08/18/2019,09/12/2021
Primary Care,10499904Q7,"Native Americans For Community Action, Inc. - Main Offices","Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Coconino County, AZ",,19,14,Designated,Non-Rural,10/21/2002,09/12/2021
Mental Health,704999047W,"Native Americans For Community Action, Inc. - Main Offices","Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Coconino County, AZ",,18,NA,Designated,Non-Rural,10/21/2002,09/12/2021
Dental Health,60499904E3,"Native Americans For Community Action, Inc. - Main Offices","Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Coconino County, AZ",,22,NA,Designated,Non-Rural,10/02/2002,09/12/2021
Primary Care,1045082548,"Native Americans For Community Action, Inc. - Family Health Center","Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Coconino County, AZ",,18,14,Withdrawn,Non-Rural,04/22/2021,02/05/2024
Mental Health,7048094304,"Native Americans For Community Action, Inc. - Family Health Center","Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Coconino County, AZ",,17,NA,Withdrawn,Non-Rural,04/22/2021,02/05/2024
Dental Health,6047740859,"Native Americans For Community Action, Inc. - Family Health Center","Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Coconino County, AZ",,19,NA,Withdrawn,Non-Rural,04/22/2021,02/05/2024
Primary Care,1043242423,Greasewood Clinic,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Apache County, AZ",,20,22,Designated,Rural,08/18/2019,09/12/2021
Mental Health,7049190294,Greasewood Clinic,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Apache County, AZ",,20,NA,Designated,Rural,08/18/2019,09/12/2021
Dental Health,6044866426,Greasewood Clinic,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Apache County, AZ",,23,NA,Designated,Rural,08/18/2019,09/12/2021
Mental Health,7045892734,LECHEE CLINIC,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Coconino County, AZ",,19,NA,Designated,Rural,08/18/2019,09/12/2021
Dental Health,6041274611,LECHEE CLINIC,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Coconino County, AZ",,19,NA,Designated,Rural,08/18/2019,09/12/2021
Primary Care,10499904K6,Pascua Yaqui Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Pima County, AZ",,19,17,Designated,Non-Rural,10/26/2002,09/12/2021
Mental Health,7049990450,Pascua Yaqui Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Pima County, AZ",,20,NA,Designated,Non-Rural,01/22/2007,09/12/2021
Primary Care,1041014632,Native Health - Central,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Maricopa County, AZ",,18,15,Designated,Non-Rural,09/18/2020,09/12/2021
Mental Health,7048178874,Native Health - Central,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Maricopa County, AZ",,16,NA,Designated,Non-Rural,09/18/2020,09/12/2021
Dental Health,6046901415,Native Health - Central,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Maricopa County, AZ",,19,NA,Designated,Non-Rural,09/18/2020,09/12/2021
Primary Care,1049137670,Guadalupe Health Complex,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Maricopa County, AZ",,18,14,Designated,Non-Rural,08/18/2019,09/12/2021
Mental Health,7049044585,Guadalupe Health Complex,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Maricopa County, AZ",,17,NA,Designated,Non-Rural,08/18/2019,09/12/2021
Dental Health,6041512995,Guadalupe Health Complex,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Maricopa County, AZ",,19,NA,Designated,Non-Rural,08/18/2019,09/12/2021
Primary Care,1048645005,River People Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Maricopa County, AZ",,18,14,Designated,Non-Rural,08/06/2021,09/12/2021
Mental Health,7046126639,River People Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Maricopa County, AZ",,16,NA,Designated,Non-Rural,08/06/2021,09/12/2021
Dental Health,6043310665,River People Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Maricopa County, AZ",,19,NA,Designated,Non-Rural,08/06/2021,09/12/2021
Primary Care,10499904QW,SAN LUIS WALK-IN CLINIC URGENT CARE & FAMILY CENTE,Rural Health Clinic,Arizona,"Yuma County, AZ",,14,19,Withdrawn,Non-Rural,10/14/2014,04/05/2023
Mental Health,7049990485,SAN LUIS WALK-IN CLINIC URGENT CARE & FAMILY CENTE,Rural Health Clinic,Arizona,"Yuma County, AZ",,18,NA,Withdrawn,Non-Rural,10/08/2014,04/05/2023
Mental Health,7048354632,LI-Alhambra Village,Low Income Population HPSA,Arizona,"Maricopa County, AZ",4.525,19,NA,Designated,Non-Rural,10/05/2021,10/05/2021
Dental Health,6049990436,Maricopa County Jails,Correctional Facility,Arizona,,7.20,0,NA,Withdrawn,Unknown,10/28/1997,11/03/2011
Mental Health,7043595627,LI-Bullhead City,Low Income Population HPSA,Arizona,"Mohave County, AZ",1.641,17,NA,Designated,Rural,10/05/2021,10/05/2021
Dental Health,6046579544,LI-Bullhead City,Low Income Population HPSA,Arizona,"Mohave County, AZ",6.406,17,NA,Designated,Rural,10/05/2021,10/05/2021
Dental Health,6049990444,Arizona State Prison Complex - Lewis,Correctional Facility,Arizona,"Maricopa County, AZ",15.28,12,NA,Withdrawn,Rural,12/31/2012,06/25/2019
Dental Health,6049990445,Arizona State Prison Complex-Perryville,Correctional Facility,Arizona,"Maricopa County, AZ",1.51,3,NA,Withdrawn,Non-Rural,03/13/2002,06/25/2014
Dental Health,6049990447,Arizona State Prison - Tucson,Correctional Facility,Arizona,"Pima County, AZ",7.06,12,NA,Withdrawn,Non-Rural,03/15/2002,06/25/2019
Dental Health,6049990449,Arizona State Prison - Winslow,Correctional Facility,Arizona,"Navajo County, AZ",3.13,18,NA,Withdrawn,Rural,03/22/2002,06/25/2019
Dental Health,6049990451,Arizona State Prison Complex - Florence,Correctional Facility,Arizona,"Pinal County, AZ",6.49,12,NA,Withdrawn,Rural,12/31/2012,06/25/2019
Dental Health,6049990474,Maricopa County Community Health Center,Federally Qualified Health Center,Arizona,"Maricopa County, AZ",,20,NA,Withdrawn,Non-Rural,08/28/2003,06/25/2019
Dental Health,6049990488,San Carlos PHS Indian Hospital,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Gila County, AZ",0.00,21,NA,Withdrawn,Rural,10/26/2002,02/03/2020
Dental Health,6049990492,Fort Yuma PHS Indian Hospital,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Yuma County, AZ",0.00,0,NA,Withdrawn,Non-Rural,10/26/2002,08/17/2010
Dental Health,60499904A8,Gila River Health Care Corporation,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Pinal County, AZ",7.20,16,NA,Withdrawn,Rural,08/01/2008,09/09/2013
Mental Health,7049360690,LI - Springerville/Eager,Low Income Population HPSA,Arizona,"Apache County, AZ",0.44,16,NA,Designated,Rural,02/02/2022,02/02/2022
Mental Health,7043640343,LI - Hopi Tribe,Low Income Population HPSA,Arizona,"Navajo County, AZ",0.37,17,NA,Designated,Rural,03/03/2022,03/03/2022
Mental Health,7046335692,Navajo Nation,High Needs Geographic HPSA,Arizona,"Apache County, AZ | Coconino County, AZ | Navajo County, AZ",3.74,16,NA,Designated,Rural,03/03/2022,03/03/2022
Dental Health,60499904B2,Tohono O'Odham Nation,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Pima County, AZ",0.00,22,NA,Withdrawn,Rural,10/26/2002,02/05/2020
Dental Health,60499904B5,Phx Area Office Two Renaissance Square,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Maricopa County, AZ",0.00,0,NA,Withdrawn,Non-Rural,12/05/2005,06/11/2016
Mental Health,7046456135,LI - Payson,Low Income Population HPSA,Arizona,"Gila County, AZ",0.66,17,NA,Designated,Rural,07/26/2022,07/26/2022
Mental Health,7045658671,LI - White Mountain Apache Tribe,Low Income Population HPSA,Arizona,"Gila County, AZ | Navajo County, AZ",0.72,20,NA,Designated,Rural,07/26/2022,07/26/2022
Mental Health,7042074802,LI - North Mountain Village,Low Income Population HPSA,Arizona,"Maricopa County, AZ",4.78,17,NA,Designated,Non-Rural,01/14/2022,01/14/2022
Mental Health,7047272182,LI - Maryvale Village,Low Income Population HPSA,Arizona,"Maricopa County, AZ",9.15,18,NA,Designated,Non-Rural,01/19/2022,01/19/2022
Mental Health,7042355142,LI - Estrella Village &amp; Tolleson,Low Income Population HPSA,Arizona,"Maricopa County, AZ",3.44,16,NA,Designated,Non-Rural,03/03/2022,03/03/2022
Mental Health,7046733310,LI - South Mountain Village/Guadalupe,Low Income Population HPSA,Arizona,"Maricopa County, AZ",4.134,19,NA,Designated,Non-Rural,01/19/2022,01/19/2022
Mental Health,7047341026,Fort McDowell Yavapai Nation,High Needs Geographic HPSA,Arizona,"Maricopa County, AZ",0.07,12,NA,Designated,Rural,03/03/2022,03/03/2022
Mental Health,7049097481,Glendale Central,Low Income Population HPSA,Arizona,"Maricopa County, AZ",3.97,18,NA,Designated,Non-Rural,03/03/2022,03/03/2022
Mental Health,7046609278,LI - Mesa West,Low Income Population HPSA,Arizona,"Maricopa County, AZ",3.54,18,NA,Designated,Non-Rural,01/19/2022,01/19/2022
Mental Health,7042037338,LI - Somerton,Low Income Population HPSA,Arizona,"Yuma County, AZ",0.70,16,NA,Designated,Non-Rural,03/03/2022,03/03/2022
Mental Health,7046099118,LI - Cottonwood/Sedona,Low Income Population HPSA,Arizona,"Coconino County, AZ | Yavapai County, AZ",1.105,18,NA,Designated,Rural,03/03/2022,03/03/2022
Mental Health,7042917124,LI - Chino Valley,Low Income Population HPSA,Arizona,"Yavapai County, AZ",0.60,15,NA,Designated,Partially Rural,03/03/2022,03/03/2022
Mental Health,7046380337,LI - Pascua Yaqui Tribe,Low Income Population HPSA,Arizona,"Pima County, AZ",0.19,13,NA,Designated,Non-Rural,03/03/2022,03/03/2022
Mental Health,7047337706,LI - Drexel Heights,Low Income Population HPSA,Arizona,"Pima County, AZ",0.81,17,NA,Designated,Non-Rural,03/03/2022,03/03/2022
Mental Health,7047855767,LI - Flowing Wells,Low Income Population HPSA,Arizona,"Pima County, AZ",0.63,18,NA,Designated,Non-Rural,03/03/2022,03/03/2022
Dental Health,60499904C2,Yavapai-Prescott Tribe,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Yavapai County, AZ",0.00,22,NA,Withdrawn,Non-Rural,10/26/2002,02/05/2020
Mental Health,7042762508,LI - Tucson Central,Low Income Population HPSA,Arizona,"Pima County, AZ",2.70,18,NA,Designated,Non-Rural,11/17/2021,11/17/2021
Mental Health,7045300389,LI-Tucson West,Low Income Population HPSA,Arizona,"Pima County, AZ",0.98,17,NA,Designated,Non-Rural,11/16/2021,11/16/2021
Mental Health,7047837780,LI - Picture Rocks,Low Income Population HPSA,Arizona,"Pima County, AZ",0.25,11,NA,Designated,Non-Rural,03/03/2022,03/03/2022
Dental Health,60499904EF,Navajo Division of Emergency Medical Services,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Arizona,"Apache County, AZ",0.00,17,NA,Withdrawn,Rural,06/02/2010,02/05/2020
